Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Coconut ,1999,Whole Year ,2,6185,2201.8,2147858.94,5464.26,5672.116522
Cotton(lint),1999,Kharif     ,2,1451,2201.8,173734.81,441.99,0.41173913
Dry chillies,1999,Whole Year ,2,5411,2201.8,1530182.34,3892.86,0.636956522
Gram,1999,Rabi       ,2,1893,2201.8,247919.68,630.72,0.470454545
Jute,1999,Kharif     ,2,8797,2201.8,7805330.85,19857.15,9.13173913
Linseed,1999,Rabi       ,2,4656,2201.8,1087620.24,2766.96,0.502727273
Maize,1999,Kharif     ,2,6113,2201.8,2091610.04,5321.16,0.613913043
Mesta,1999,Kharif     ,2,3232,2201.8,549435.01,1397.79,4.622380952
Niger seed,1999,Kharif     ,2,4355,2201.8,944981.52,2404.08,0.548947368
Onion,1999,Whole Year ,2,3981,2201.8,781647.45,1988.55,2.322173913
Other  Rabi pulses,1999,Rabi       ,2,9585,2201.8,11310910.88,28775.52,0.532173913
Potato,1999,Whole Year ,2,8890,2201.8,8145265.24,20721.96,8.062608696
Rapeseed &Mustard,1999,Rabi       ,2,11309,2201.8,30378757.33,77285.07,0.479565217
Rice,1999,Autumn     ,2,12253,2201.8,59137758.6,150449.4,1.094782609
Rice,1999,Summer     ,2,11361,2201.8,31271629.02,79556.58,1.990434783
Rice,1999,Winter     ,2,13179,2201.8,190396583.2,484378.38,1.501304348
Sesamum,1999,Kharif     ,2,5511,2201.8,1607126.59,4088.61,0.485217391
Small millets,1999,Kharif     ,2,4753,2201.8,1133574.53,2883.87,0.502727273
Sugarcane,1999,Whole Year ,2,6923,2201.8,3089125.91,7858.89,40.43478261
Sweet potato,1999,Whole Year ,2,4367,2201.8,950394.15,2417.85,3.409130435
Tapioca,1999,Whole Year ,2,2185,2201.8,300984.68,765.72,4.436521739
Tobacco,1999,Whole Year ,2,1246,2201.8,145716.49,370.71,0.573913043
Turmeric,1999,Whole Year ,2,4820,2201.8,1165307.4,2964.6,0.667391304
Wheat,1999,Rabi       ,2,8879,2201.8,8098780.3,20603.7,1.256818182
Arecanut,1999,Whole Year ,6,1380,3879.3,164501.5,418.5,1.21
Banana,1999,Whole Year ,6,1658,3879.3,206953.5,526.5,7.44
Black pepper,1999,Whole Year ,6,300,3879.3,29185.75,74.25,0.44
Cashewnut,1999,Whole Year ,6,8099,3879.3,5655879.96,14388.84,0.32
Coconut ,1999,Whole Year ,6,6578,3879.3,2650596.75,6743.25,4868.07
Groundnut,1999,Kharif     ,6,370,3879.3,37145.5,94.5,1.47
Groundnut,1999,Rabi       ,6,954,3879.3,106554.52,271.08,1.76
Other  Rabi pulses,1999,Rabi       ,6,4428,3879.3,979261.51,2491.29,0.91
Other Kharif pulses,1999,Kharif     ,6,950,3879.3,106130.0,270.0,0.58
Ragi,1999,Kharif     ,6,950,3879.3,106130.0,270.0,1.07
Rice,1999,Kharif     ,6,7559,3879.3,4298265.0,10935.0,2.38
Rice,1999,Rabi       ,6,5670,3879.3,1720685.69,4377.51,2.69
Sugarcane,1999,Whole Year ,6,1218,3879.3,141683.55,360.45,51.27
Arecanut,1999,Whole Year ,13,9005,2914.6,8696398.33,22124.07,0.831428571
Banana,1999,Whole Year ,13,7491,2914.6,4143951.98,10542.42,10.36285714
Black pepper,1999,Whole Year ,13,10707,2914.6,21056828.78,53569.62,0.193571429
Cardamom,1999,Whole Year ,13,7606,2914.6,4403439.83,11202.57,0.056666667
Cashewnut,1999,Whole Year ,13,9178,2914.6,9488340.39,24138.81,0.491428571
Coconut ,1999,Whole Year ,13,12796,2914.6,98173964.55,249759.45,5581.025714
Cotton(lint),1999,Kharif     ,13,3077,2914.6,506452.36,1288.44,1.61
Dry chillies,1999,Whole Year ,13,333,2914.6,33112.56,84.24,0.975
Garlic,1999,Whole Year ,13,820,2914.6,90104.37,229.23,17.0
Ginger,1999,Whole Year ,13,4876,2914.6,1195448.32,3041.28,3.159285714
Groundnut,1999,Kharif     ,13,3816,2914.6,734525.73,1868.67,0.37
Jowar,1999,Kharif     ,13,2017,2914.6,268402.77,682.83,0.255
Ragi,1999,Kharif     ,13,838,2914.6,92333.1,234.9,0.815
Rice,1999,Autumn     ,13,9846,2914.6,12897448.25,32811.75,2.081538462
Rice,1999,Summer     ,13,8280,2914.6,6157768.73,15665.67,2.292857143
Rice,1999,Winter     ,13,10463,2914.6,18066297.64,45961.56,2.097142857
Sesamum,1999,Kharif     ,13,2065,2914.6,277211.56,705.24,0.374545455
Sugarcane,1999,Whole Year ,13,3448,2914.6,613431.4,1560.6,88.2225
Sweet potato,1999,Whole Year ,13,940,2914.6,104962.57,267.03,11.79636364
Tapioca,1999,Whole Year ,13,9686,2914.6,11878281.86,30218.94,24.25785714
Tobacco,1999,Whole Year ,13,54,2914.6,4669.72,11.88,5.57
Turmeric,1999,Whole Year ,13,2737,2914.6,421442.23,1072.17,1.999285714
Arecanut,1999,Whole Year ,17,4519,6200.3,1023623.85,2604.15,1.245
Arhar/Tur,1999,Kharif     ,17,839,6200.3,92439.23,235.17,0.78
Banana,1999,Whole Year ,17,3287,6200.3,564505.47,1436.13,11.16285714
Castor seed,1999,Kharif     ,17,37,6200.3,2865.51,7.29,0.515
Cotton(lint),1999,Kharif     ,17,4009,6200.3,791199.15,2012.85,0.8
Dry chillies,1999,Whole Year ,17,1549,6200.3,189972.7,483.3,0.635714286
Ginger,1999,Kharif     ,17,4050,6200.3,807224.78,2053.62,5.765714286
Gram,1999,Rabi       ,17,475,6200.3,48819.8,124.2,0.616666667
Jute,1999,Kharif     ,17,2862,6200.3,449460.55,1143.45,6.76
Maize,1999,Kharif     ,17,5722,6200.3,1765684.81,4491.99,1.448571429
Mesta,1999,Kharif     ,17,2963,6200.3,473021.41,1203.39,4.556666667
Potato,1999,Whole Year ,17,5964,6200.3,1946318.07,4951.53,6.858571429
Rapeseed &Mustard,1999,Rabi       ,17,3868,6200.3,747367.46,1901.34,0.654285714
Rice,1999,Kharif     ,17,9472,6200.3,10876414.66,27670.14,1.605714286
Rice,1999,Rabi       ,17,2719,6200.3,416984.77,1060.83,1.755714286
Sesamum,1999,Kharif     ,17,1191,6200.3,138393.52,352.08,0.588571429
Soyabean,1999,Kharif     ,17,986,6200.3,110162.94,280.26,0.888571429
Sugarcane,1999,Whole Year ,17,94,6200.3,8490.4,21.6,2.372
Sweet potato,1999,Whole Year ,17,3250,6200.3,553998.6,1409.4,3.415714286
Tapioca,1999,Whole Year ,17,2772,6200.3,426854.86,1085.94,6.39
Tobacco,1999,Whole Year ,17,706,6200.3,76307.47,194.13,0.636
Turmeric,1999,Whole Year ,17,1308,6200.3,154737.54,393.66,5.284285714
Arecanut,1999,Whole Year ,21,77,1434.5875,6898.45,17.55,2.0
Bajra,1999,Kharif     ,21,190,1434.5875,18042.1,45.9,2.76
Banana,1999,Whole Year ,21,306,1434.5875,29928.66,76.14,29.25
Black pepper,1999,Whole Year ,21,19,1434.5875,1273.56,3.24,0.58
Cashewnut,1999,Whole Year ,21,234,1434.5875,22287.3,56.7,2.69
Coconut ,1999,Whole Year ,21,1821,1434.5875,234971.82,597.78,12812.4475
Coriander,1999,Whole Year ,21,6,1434.5875,318.39,0.81,0.67
Cotton(lint),1999,Kharif     ,21,376,1434.5875,37888.41,96.39,5.14
Dry chillies,1999,Whole Year ,21,18,1434.5875,1167.43,2.97,3.305
Ginger,1999,Kharif     ,21,153,1434.5875,14115.29,35.91,0.676666667
Groundnut,1999,Kharif     ,21,865,1434.5875,95304.74,242.46,2.125
Jowar,1999,Kharif     ,21,6,1434.5875,318.39,0.81,1.0
Moong(Green Gram),1999,Rabi       ,21,1964,1434.5875,260336.89,662.31,0.553333333
Onion,1999,Whole Year ,21,21,1434.5875,1485.82,3.78,13.07
Other  Rabi pulses,1999,Rabi       ,21,75,1434.5875,6686.19,17.01,1.333333333
Ragi,1999,Kharif     ,21,143,1434.5875,13160.12,33.48,3.325
Rapeseed &Mustard,1999,Rabi       ,21,76,1434.5875,6792.32,17.28,6.023333333
Rice,1999,Kharif     ,21,6628,1434.5875,2700371.72,6869.88,2.61
Sugarcane,1999,Whole Year ,21,2161,1434.5875,296951.74,755.46,83.0
Tapioca,1999,Whole Year ,21,384,1434.5875,38737.45,98.55,18.29
Urad,1999,Rabi       ,21,2366,1434.5875,335264.67,852.93,0.763333333
Arecanut,1999,Whole Year ,29,4067,2318.1,814760.01,2072.79,1.864117647
Arhar/Tur,1999,Kharif     ,29,2322,2318.1,326562.01,830.79,0.83
Bajra,1999,Kharif     ,29,167,2318.1,15494.98,39.42,0.606666667
Barley,1999,Rabi       ,29,3202,2318.1,538822.01,1370.79,0.776666667
Cardamom,1999,Whole Year ,29,2209,2318.1,305123.75,776.25,0.24
Castor seed,1999,Kharif     ,29,45,2318.1,3714.55,9.45,0.69
Coconut ,1999,Whole Year ,29,6513,2318.1,2570044.08,6538.32,13592.12778
Cotton(lint),1999,Kharif     ,29,732,2318.1,79597.5,202.5,2.72
Dry chillies,1999,Autumn     ,29,5748,2318.1,1788184.37,4549.23,0.717222222
Dry chillies,1999,Rabi       ,29,7794,2318.1,4913076.09,12499.11,1.043333333
Ginger,1999,Kharif     ,29,4413,2318.1,972681.45,2474.55,1.662777778
Gram,1999,Rabi       ,29,6727,2318.1,2824968.34,7186.86,0.826923077
Groundnut,1999,Kharif     ,29,3087,2318.1,509848.52,1297.08,1.16625
Groundnut,1999,Rabi       ,29,3560,2318.1,647180.74,1646.46,1.525
Groundnut,1999,Summer     ,29,6432,2318.1,2465718.29,6272.91,1.315
Horse-gram,1999,Rabi       ,29,2905,2318.1,459118.38,1168.02,0.452
Jowar,1999,Kharif     ,29,1077,2318.1,122686.28,312.12,0.68
Jute,1999,Kharif     ,29,12399,2318.1,65155647.99,165759.21,13.94058824
Khesari,1999,Rabi       ,29,6424,2318.1,2450647.83,6234.57,0.999375
Linseed,1999,Rabi       ,29,4573,2318.1,1045911.15,2660.85,0.360769231
Maize,1999,Kharif     ,29,7303,2318.1,3728240.77,9484.83,1.941538462
Masoor,1999,Rabi       ,29,8302,2318.1,6236198.8,15865.2,0.636470588
Mesta,1999,Kharif     ,29,4345,2318.1,940736.32,2393.28,9.842142857
Moong(Green Gram),1999,Kharif     ,29,583,2318.1,61343.14,156.06,0.5325
Moong(Green Gram),1999,Rabi       ,29,1917,2318.1,252058.75,641.25,0.615
Moong(Green Gram),1999,Summer     ,29,4123,2318.1,843415.11,2145.69,0.850625
Niger seed,1999,Kharif     ,29,3758,2318.1,714573.29,1817.91,0.3875
Other Kharif pulses,1999,Kharif     ,29,760,2318.1,83099.79,211.41,0.591666667
Peas & beans (Pulses),1999,Rabi       ,29,3867,2318.1,747261.33,1901.07,0.931333333
Potato,1999,Summer     ,29,1984,2318.1,262990.14,669.06,13.4
Potato,1999,Winter     ,29,11466,2318.1,33258276.49,84610.71,20.56777778
Ragi,1999,Kharif     ,29,5082,2318.1,1325457.57,3372.03,0.898
Rapeseed &Mustard,1999,Rabi       ,29,11632,2318.1,36716840.93,93409.47,0.766111111
Rice,1999,Autumn     ,29,11934,2318.1,45333960.15,115331.85,1.868888889
Rice,1999,Summer     ,29,13069,2318.1,156471491.9,398071.26,2.897222222
Rice,1999,Winter     ,29,13550,2318.1,450940639.0,1147215.42,1.906666667
Safflower,1999,Rabi       ,29,72,2318.1,6367.8,16.2,0.542
Sannhamp,1999,Autumn     ,29,1302,2318.1,153676.24,390.96,5.421666667
Sannhamp,1999,Rabi       ,29,125,2318.1,11355.91,28.89,3.6
Sesamum,1999,Autumn     ,29,858,2318.1,94561.83,240.57,0.377777778
Sesamum,1999,Summer     ,29,9461,2318.1,10829929.72,27551.88,0.638235294
Sesamum,1999,Winter     ,29,2007,2318.1,266386.3,677.7,0.5425
Small millets,1999,Kharif     ,29,2620,2318.1,392893.26,999.54,0.617142857
Small millets,1999,Rabi       ,29,1344,2318.1,159725.65,406.35,0.918
Soyabean,1999,Kharif     ,29,717,2318.1,77474.9,197.1,0.448333333
Sugarcane,1999,Whole Year ,29,6412,2318.1,2428572.79,6178.41,78.571875
Sunflower,1999,Kharif     ,29,171,2318.1,15919.5,40.5,0.683333333
Tobacco,1999,Whole Year ,29,4909,2318.1,1214339.46,3089.34,0.592
Turmeric,1999,Whole Year ,29,5213,2318.1,1409724.79,3586.41,1.425555556
Urad,1999,Kharif     ,29,8352,2318.1,6394757.02,16268.58,0.566666667
Urad,1999,Rabi       ,29,5989,2318.1,1966270.51,5002.29,0.636923077
Wheat,1999,Rabi       ,29,11710,2318.1,38647770.15,98321.85,2.096666667
Arecanut,2000,Whole Year ,0,287,935.6,25720.54,68.12,2.78
Arhar/Tur,2000,Kharif     ,0,12138,935.6,49808120.22,131915.16,0.433181818
Arhar/Tur,2000,Rabi       ,0,3560,935.6,598640.66,1585.48,0.42375
Bajra,2000,Kharif     ,0,9972,935.6,12710560.75,33663.5,1.001666667
Bajra,2000,Rabi       ,0,5371,935.6,1396860.93,3699.54,0.883125
Banana,2000,Whole Year ,0,7916,935.6,4815336.67,12753.26,17.63090909
Cashewnut,2000,Whole Year ,0,10165,935.6,14265573.55,37781.9,0.190625
Castor seed,2000,Kharif     ,0,11823,935.6,39126733.37,103625.86,0.339047619
Coconut ,2000,Whole Year ,0,9478,935.6,10076757.82,26687.96,9101.813684
Coriander,2000,Whole Year ,0,8292,935.6,5737152.97,15194.66,0.395
Cotton(lint),2000,Kharif     ,0,12856,935.6,100302350.6,265647.46,1.687727273
Dry chillies,2000,Kharif     ,0,10586,935.6,18037853.97,47772.66,2.146818182
Dry chillies,2000,Rabi       ,0,8140,935.6,5326900.54,14108.12,2.023181818
Ginger,2000,Whole Year ,0,1887,935.6,228637.93,605.54,3.14875
Gram,2000,Kharif     ,0,116,935.6,9817.0,26.0,1.1575
Gram,2000,Rabi       ,0,10727,935.6,19708903.71,52198.38,1.4145
Groundnut,2000,Kharif     ,0,13118,935.6,157204431.3,416350.74,0.904090909
Groundnut,2000,Rabi       ,0,11221,935.6,26748183.56,70841.68,1.668181818
Horse-gram,2000,Kharif     ,0,5319,935.6,1357102.08,3594.24,0.5
Horse-gram,2000,Rabi       ,0,8534,935.6,6360336.13,16845.14,0.209545455
Jowar,2000,Kharif     ,0,11566,935.6,32635143.95,86433.1,0.830909091
Jowar,2000,Rabi       ,0,11624,935.6,33818877.81,89568.18,0.840909091
Linseed,2000,Rabi       ,0,3345,935.6,538560.62,1426.36,0.2075
Maize,2000,Kharif     ,0,11946,935.6,42266504.48,111941.44,2.564545455
Maize,2000,Rabi       ,0,9349,935.6,9534564.91,25251.98,5.019545455
Mesta,2000,Kharif     ,0,8910,935.6,7639883.91,20233.98,8.745384615
Moong(Green Gram),2000,Kharif     ,0,11799,935.6,38484308.89,101924.42,0.404090909
Moong(Green Gram),2000,Rabi       ,0,9955,935.6,12601592.05,33374.9,0.371578947
Niger seed,2000,Kharif     ,0,5981,935.6,1811432.84,4797.52,0.36
Onion,2000,Kharif     ,0,5785,935.6,1674583.86,4435.08,12.77315789
Onion,2000,Rabi       ,0,5209,935.6,1300556.16,3444.48,22.5085
Other  Rabi pulses,2000,Rabi       ,0,5364,935.6,1394014.0,3692.0,0.324705882
Other Kharif pulses,2000,Kharif     ,0,6138,935.6,1948674.5,5161.0,0.275263158
Potato,2000,Whole Year ,0,1994,935.6,244345.13,647.14,6.14375
Ragi,2000,Kharif     ,0,9040,935.6,8196409.64,21707.92,1.172
Ragi,2000,Rabi       ,0,5594,935.6,1547159.2,4097.6,1.639285714
Rapeseed &Mustard,2000,Rabi       ,0,2978,935.6,439997.94,1165.32,0.151538462
Rice,2000,Kharif     ,0,13407,935.6,294870578.4,780954.98,2.7
Rice,2000,Rabi       ,0,12971,935.6,121637833.0,322153.78,2.939090909
Safflower,2000,Rabi       ,0,5667,935.6,1590157.66,4211.48,0.34
Sesamum,2000,Kharif     ,0,10147,935.6,14110661.29,37371.62,0.192272727
Sesamum,2000,Rabi       ,0,7493,935.6,3835109.22,10157.16,0.204444444
Small millets,2000,Kharif     ,0,8532,935.6,6358078.22,16839.16,0.668125
Small millets,2000,Rabi       ,0,1665,935.6,192511.37,509.86,0.681666667
Sugarcane,2000,Whole Year ,0,10965,935.6,23281015.5,61659.0,73.8955
Sunflower,2000,Kharif     ,0,10701,935.6,19365112.37,51287.86,1.038421053
Sweet potato,2000,Whole Year ,0,1650,935.6,190253.46,503.88,13.93277778
Tapioca,2000,Whole Year ,0,6302,935.6,2111244.02,5591.56,7.528
Tobacco,2000,Whole Year ,0,9922,935.6,12383556.48,32797.44,3.364285714
Urad,2000,Kharif     ,0,9399,935.6,9760355.91,25849.98,0.1615
Urad,2000,Rabi       ,0,12027,935.6,44752168.88,118524.64,0.655454545
Wheat,2000,Rabi       ,0,5381,935.6,1400002.37,3707.86,0.581818182
Arecanut,2000,Whole Year ,2,8787,1965.5,7189676.29,19041.62,0.957391304
Arhar/Tur,2000,Kharif     ,2,3950,1965.5,714677.6,1892.8,0.714347826
Banana,2000,Whole Year ,2,7644,1965.5,4175562.78,11058.84,13.73217391
Castor seed,2000,Kharif     ,2,1468,1965.5,163158.54,432.12,0.417619048
Coconut ,2000,Whole Year ,2,6249,1965.5,2053029.21,5437.38,5771.352609
Cotton(lint),2000,Kharif     ,2,1474,1965.5,164238.41,434.98,0.426521739
Dry chillies,2000,Whole Year ,2,5449,1965.5,1441920.96,3818.88,0.637826087
Gram,2000,Rabi       ,2,2094,1965.5,261230.37,691.86,0.462380952
Jute,2000,Kharif     ,2,8671,1965.5,6824091.21,18073.38,9.794782609
Linseed,2000,Rabi       ,2,4651,1965.5,1001923.02,2653.56,0.505238095
Maize,2000,Kharif     ,2,6186,1965.5,1987058.97,5262.66,0.605652174
Mesta,2000,Kharif     ,2,3190,1965.5,495660.33,1312.74,4.657368421
Niger seed,2000,Kharif     ,2,4387,1965.5,887849.48,2351.44,0.627368421
Onion,2000,Whole Year ,2,3979,1965.5,722433.03,1913.34,2.331304348
Other  Rabi pulses,2000,Rabi       ,2,9446,1965.5,9961702.58,26383.24,0.52173913
Potato,2000,Whole Year ,2,8968,1965.5,7903077.68,20931.04,7.459565217
Rapeseed &Mustard,2000,Rabi       ,2,11233,1965.5,26943640.03,71359.34,0.499565217
Rice,2000,Autumn     ,2,12215,1965.5,52978913.05,140312.9,1.197826087
Rice,2000,Summer     ,2,11549,1965.5,32322963.35,85606.3,1.825217391
Rice,2000,Winter     ,2,13173,1965.5,174473319.7,462086.82,1.581304348
Sesamum,2000,Kharif     ,2,5486,1965.5,1468623.2,3889.6,0.489565217
Small millets,2000,Kharif     ,2,4728,1965.5,1039718.47,2753.66,0.495454545
Sugarcane,2000,Whole Year ,2,6746,1965.5,2627814.56,6959.68,36.57217391
Sweet potato,2000,Whole Year ,2,4320,1965.5,859674.69,2276.82,3.435217391
Tapioca,2000,Whole Year ,2,2200,1965.5,280668.03,743.34,4.423478261
Tobacco,2000,Whole Year ,2,1172,1965.5,125461.26,332.28,0.584782609
Turmeric,2000,Whole Year ,2,4932,1965.5,1141324.42,3022.76,0.668695652
Wheat,2000,Rabi       ,2,8703,1965.5,6901449.17,18278.26,1.175909091
Arecanut,2000,Whole Year ,6,1418,3886.9,157072.0,416.0,1.56
Banana,2000,Whole Year ,6,1691,3886.9,196340.0,520.0,7.37
Black pepper,2000,Whole Year ,6,493,3886.9,47121.6,124.8,0.21
Cashewnut,2000,Whole Year ,6,8120,3886.9,5278306.39,13979.42,0.4
Coconut ,2000,Whole Year ,6,6585,3886.9,2456704.25,6506.5,4999.8
Groundnut,2000,Kharif     ,6,379,3886.9,35341.2,93.6,1.58
Groundnut,2000,Rabi       ,6,1283,3886.9,139499.57,369.46,1.82
Other  Rabi pulses,2000,Rabi       ,6,4637,3886.9,993578.57,2631.46,0.92
Other Kharif pulses,2000,Kharif     ,6,646,3886.9,63810.5,169.0,0.48
Ragi,2000,Kharif     ,6,511,3886.9,49085.0,130.0,1.0
Rice,2000,Kharif     ,6,7579,3886.9,4024970.0,10660.0,2.36
Rice,2000,Rabi       ,6,5669,3886.9,1591041.19,4213.82,2.81
Sugarcane,2000,Whole Year ,6,1150,3886.9,122712.5,325.0,58.2
Arecanut,2000,Whole Year ,12,9815,1213.3,11691359.81,30964.18,1.2925
Arhar/Tur,2000,Kharif     ,12,12313,1213.3,57209843.71,151518.38,0.492083333
Bajra,2000,Kharif     ,12,12039,1213.3,45261082.16,119872.48,0.662352941
Bajra,2000,Rabi       ,12,181,1213.3,15707.2,41.6,0.81
Bajra,2000,Summer     ,12,880,1213.3,89629.21,237.38,1.11
Banana,2000,Whole Year ,12,7314,1213.3,3468836.95,9187.1,18.36037037
Black pepper,2000,Whole Year ,12,3935,1213.3,711634.33,1884.74,2.263636364
Cardamom,2000,Whole Year ,12,6143,1213.3,1951717.77,5169.06,0.06
Castor seed,2000,Kharif     ,12,7014,1213.3,2981030.22,7895.16,1.31
Coconut ,2000,Whole Year ,12,11581,1213.3,32984727.32,87358.96,4673.661111
Coriander,2000,Whole Year ,12,4564,1213.3,964912.93,2555.54,0.119047619
Cotton(lint),2000,Kharif     ,12,12237,1213.3,54166573.71,143458.38,1.593333333
Dry chillies,2000,Whole Year ,12,10494,1213.3,16975360.06,44958.68,1.049259259
Garlic,2000,Whole Year ,12,3508,1213.3,584013.33,1546.74,1.491333333
Ginger,2000,Kharif     ,12,4769,1213.3,1056112.86,2797.08,12.76823529
Gram,2000,Rabi       ,12,11725,1213.3,36271164.41,96062.98,0.622380952
Groundnut,2000,Kharif     ,12,12757,1213.3,86744091.87,229738.86,0.9464
Groundnut,2000,Rabi       ,12,10556,1213.3,17651358.68,46749.04,1.173846154
Horse-gram,2000,Kharif     ,12,10370,1213.3,15899515.03,42109.34,0.63625
Horse-gram,2000,Rabi       ,12,10022,1213.3,13077520.21,34635.38,0.454583333
Jowar,2000,Kharif     ,12,11840,1213.3,39558779.54,104770.12,1.395238095
Jowar,2000,Rabi       ,12,13020,1213.3,134828837.7,357089.72,0.674210526
Jowar,2000,Summer     ,12,3482,1213.3,577043.26,1528.28,2.018571429
Linseed,2000,Rabi       ,12,5823,1213.3,1704722.05,4514.9,0.360714286
Maize,2000,Kharif     ,12,12359,1213.3,58891495.81,155972.18,3.1712
Maize,2000,Rabi       ,12,8272,1213.3,5673931.49,15027.22,2.397368421
Maize,2000,Summer     ,12,4861,1213.3,1096068.05,2902.9,2.774761905
Mesta,2000,Kharif     ,12,2884,1213.3,420952.96,1114.88,1.807142857
Moong(Green Gram),2000,Kharif     ,12,11962,1213.3,42738800.35,113192.3,0.419130435
Moong(Green Gram),2000,Rabi       ,12,5555,1213.3,1519082.58,4023.24,0.26875
Niger seed,2000,Kharif     ,12,7702,1213.3,4303969.14,11398.92,0.213043478
Onion,2000,Whole Year ,12,9829,1213.3,11815544.86,31293.08,6.0164
Other  Rabi pulses,2000,Rabi       ,12,7215,1213.3,3285553.56,8701.68,0.117407407
Other Kharif pulses,2000,Kharif     ,12,10451,1213.3,16621359.04,44021.12,0.2812
Potato,2000,Whole Year ,12,7455,1213.3,3759714.66,9957.48,11.70933333
Ragi,2000,Kharif     ,12,12831,1213.3,96545875.52,255698.56,1.644
Ragi,2000,Rabi       ,12,6878,1213.3,2794310.88,7400.64,1.385384615
Ragi,2000,Summer     ,12,4776,1213.3,1058370.77,2803.06,1.982857143
Rapeseed &Mustard,2000,Rabi       ,12,4057,1213.3,749724.29,1985.62,0.208888889
Rice,2000,Kharif     ,12,12922,1213.3,110004295.3,291342.74,2.357407407
Rice,2000,Rabi       ,12,8044,1213.3,5105330.85,13521.3,2.064615385
Rice,2000,Summer     ,12,11451,1213.3,30520267.64,80831.92,2.751304348
Safflower,2000,Rabi       ,12,9271,1213.3,9183410.82,24321.96,0.764
Sannhamp,2000,Whole Year ,12,1285,1213.3,139794.08,370.24,0.285
Sesamum,2000,Kharif     ,12,9358,1213.3,9580312.13,25373.14,0.4372
Small millets,2000,Kharif     ,12,8735,1213.3,7013951.99,18576.22,0.686363636
Soyabean,2000,Kharif     ,12,8437,1213.3,6140828.01,16263.78,1.01
Sugarcane,2000,Whole Year ,12,11894,1213.3,40950731.97,108456.66,98.80038462
Sunflower,2000,Kharif     ,12,10622,1213.3,18469703.8,48916.4,0.5375
Sunflower,2000,Rabi       ,12,11141,1213.3,25637291.84,67899.52,0.510434783
Sunflower,2000,Summer     ,12,6881,1213.3,2797746.83,7409.74,0.7235
Sweet potato,2000,Whole Year ,12,2534,1213.3,343693.17,910.26,6.222142857
Tapioca,2000,Whole Year ,12,979,1213.3,101115.1,267.8,9.558571429
Tobacco,2000,Whole Year ,12,8710,1213.3,6921377.68,18331.04,0.722857143
Turmeric,2000,Whole Year ,12,4434,1213.3,908170.67,2405.26,4.298095238
Urad,2000,Kharif     ,12,10026,1213.3,13128175.93,34769.54,0.3965
Urad,2000,Rabi       ,12,4982,1213.3,1170579.08,3100.24,0.363125
Wheat,2000,Rabi       ,12,11184,1213.3,26143652.7,69240.6,0.93375
Arecanut,2000,Whole Year ,13,9134,2412.6,8576131.2,22713.6,0.825714286
Banana,2000,Whole Year ,13,7751,2412.6,4423442.03,11715.34,7.457857143
Black pepper,2000,Whole Year ,13,10745,2412.6,19843396.61,52554.58,0.22
